fire_id,park_agency,park_name,fire_name,fire_year,cause_description,fire_size,fire_size_class,latitude,longitude,state
353878,NPS,Yellowstone National Park,RAINBOW,2009,Lightning,15.0,C,44.9986,-110.7503,MT
353879,NPS,Yellowstone National Park,RAM,2009,Miscellaneous,0.3,B,45.0056,-110.58,MT
353880,NPS,Yellowstone National Park,CHAW PASS,2009,Lightning,0.3,B,44.9147,-110.0469,WY
353881,NPS,Yellowstone National Park,ARNICA,2009,Lightning,10700.0,G,44.5353,-110.5453,WY
353882,NPS,Buffalo National River,SNOW,2000,Debris Burning,0.2,A,36.06181,-92.57837,AR
353883,NPS,Buffalo National River,CAVE CREEK,2000,Miscellaneous,20.0,C,35.99199,-92.95346,AR
353884,NPS,Buffalo National River,COLEMAN,2000,Miscellaneous,0.2,A,35.96087,-92.8088,AR
353885,NPS,Buffalo National River,WOOLUMPILE,2000,Arson,0.1,A,35.97132,-92.88671,AR
353886,NPS,Buffalo National River,SAPLING,2000,Miscellaneous,1.0,B,35.98859,-92.7934,AR
353887,NPS,Buffalo National River,BEESTING,2000,Arson,13.7,C,36.08135,-93.233,AR
353888,NPS,Buffalo National River,DUFFER,2000,Smoking,0.1,A,35.98831,-92.75796,AR
353889,NPS,Buffalo National River,HIPPIE,2000,Arson,36.0,C,35.94428,-93.40722,AR
353890,NPS,Buffalo National River,NICEHIKE,2001,Campfire,0.1,A,36.02554,-93.35286,AR
353891,NPS,Buffalo National River,FLAT ROCK,2001,Debris Burning,1470.0,F,35.96362,-92.91743,AR
353892,NPS,Buffalo National River,STRINGTOW2,2001,Debris Burning,5.0,B,36.023,-93.1318,AR
353893,NPS,Buffalo National River,NOCOFFEE,2001,Arson,79.2,C,35.98692,-92.8102,AR
353894,NPS,Buffalo National River,HWY 65 BRI,2001,Smoking,0.1,A,35.9911,-92.75745,AR
353895,NPS,Buffalo National River,GRANITEMTN,2001,Lightning,11.2,C,36.14698,-92.46231,AR
353896,NPS,Buffalo National River,FIRE#2,2002,Debris Burning,2.0,B,36.02128,-93.06978,AR
353897,NPS,Buffalo National River,HAIRPIN,2002,Miscellaneous,5.0,B,35.92842,-92.87097,AR
353898,NPS,Buffalo National River,HORTON,2002,Miscellaneous,20.0,C,35.96485,-92.78317,AR
353899,NPS,Buffalo National River,HORSECAMP,2002,Campfire,0.1,A,35.97048,-92.88574,AR
353900,NPS,Buffalo National River,LONG WF,2003,Miscellaneous,29.2,C,36.00007,-92.74377,AR
353901,NPS,Buffalo National River,CLAGGET BA,2003,Children,0.1,A,36.01674,-93.35018,AR
353902,NPS,Buffalo National River,ROSE RIDGE,2003,Arson,450.0,E,36.10693,-92.46451,AR
353903,NPS,Buffalo National River,BIG CREEK,2003,Debris Burning,52.0,C,36.06387,-92.46267,AR
353904,NPS,Buffalo National River,SEEDTICK,2003,Miscellaneous,200.0,D,35.959997,-92.909762,AR
353905,NPS,Buffalo National River,S MAUMEE,2003,Miscellaneous,11.0,C,36.01626,-92.61693,AR
353906,NPS,Buffalo National River,STRINGT 50,2003,Miscellaneous,1.0,B,36.05032,-93.1443,AR
353907,NPS,Buffalo National River,APRILFOOL,2003,Miscellaneous,12.4,C,36.05035,-93.1449,AR
353908,NPS,Buffalo National River,WILDFIRE16,2003,Miscellaneous,7.0,B,36.03785,-92.68627,AR
353909,NPS,Buffalo National River,OZARK CABI,2003,Debris Burning,2.0,B,36.03424,-93.15045,AR
353910,NPS,Buffalo National River,HORSECAMP,2003,Campfire,0.2,A,35.5819,-92.5303,AR
353911,NPS,Buffalo National River,TWIN SPOTS,2004,Arson,0.2,A,36.04677,-93.1419,AR
353912,NPS,Buffalo National River,STILLHBALE,2004,Arson,0.1,A,36.0375,-92.6292,AR
353913,NPS,Buffalo National River,WETSPRINGS,2004,Miscellaneous,6.9,B,36.0817,-93.3172,AR
353914,NPS,Buffalo National River,65CULVERT,2004,Miscellaneous,0.1,A,35.99019,-92.75389,AR
353915,NPS,Buffalo National River,CORNHUSK,2004,Debris Burning,0.1,A,35.9669,-93.4053,AR
353916,NPS,Buffalo National River,FORD,2004,Arson,18.0,C,35.9836,-92.8089,AR
353917,NPS,Buffalo National River,HATHAWAY,2004,Arson,0.1,A,36.1708,-92.468,AR
353918,NPS,Buffalo National River,EDCLAIR,2004,Arson,0.1,A,35.98305,-92.95491,AR
353919,NPS,Buffalo National River,EDCLR2,2004,Arson,0.1,A,35.98134,-92.95472,AR
353920,NPS,Buffalo National River,LEADRFIRE,2004,Arson,3.0,B,36.1367,-92.5427,AR
353921,NPS,Buffalo National River,FIFTY TWO,2004,Debris Burning,2.5,B,35.8417,-92.6028,AR
353922,NPS,Buffalo National River,RCKYHOLOW,2004,Miscellaneous,10.0,C,35.971381,-92.830173,AR
353923,NPS,Buffalo National River,FTEP,2004,Arson,0.1,A,35.9753,-92.765,AR
353924,NPS,Buffalo National River,CALFCREEK,2004,Arson,0.3,B,35.9733,-92.76,AR
353925,NPS,Buffalo National River,BIBLECAMP,2005,Missing/Undefined,15.0,C,36.0192,-93.3653,AR
353926,NPS,Buffalo National River,LEADER,2005,Miscellaneous,42.0,C,36.1272,-92.5353,AR
353927,NPS,Buffalo National River,N. WOOLUM,2005,Arson,944.0,E,35.973636,-92.918972,AR
353928,NPS,Buffalo National River,SNEEDCREEK,2005,Arson,300.0,E,36.08063,-93.32714,AR
353929,NPS,Buffalo National River,BAKER EAST,2005,Arson,5.0,B,35.9833,-92.8047,AR
353930,NPS,Buffalo National River,BAYHALER,2005,Equipment Use,0.2,A,36.0625,-92.6208,AR
353931,NPS,Buffalo National River,OH BOY,2005,Miscellaneous,2.5,B,36.0544,-93.1883,AR
353932,NPS,Buffalo National River,HOT DOG,2005,Miscellaneous,4.9,B,36.0414,-93.1339,AR
353933,NPS,Buffalo National River,HAYES #1,2005,Miscellaneous,65.0,C,36.1086,-92.5131,AR
353934,NPS,Buffalo National River,JAMISON,2005,Miscellaneous,50.0,C,35.9769,-92.8589,AR
353935,NPS,Buffalo National River,DUCKHEAD,2005,Miscellaneous,1631.0,F,36.1167,-92.5333,AR
353936,NPS,Buffalo National River,RICHLAND,2005,Arson,40.0,C,35.9633,-92.8856,AR
353937,NPS,Buffalo National River,COLD SPRGS,2006,Miscellaneous,278.0,D,36.0681,-92.4694,AR
353938,NPS,Buffalo National River,ATOKA CX,2006,Arson,1.5,B,36.0706,-93.3608,AR
353939,NPS,Buffalo National River,S MAUMEE,2006,Missing/Undefined,0.7,B,36.0358,-92.6169,AR
353940,NPS,Buffalo National River,SMART WF,2006,Arson,114.0,D,35.985636,-92.811665,AR
353941,NPS,Buffalo National River,WILSON PT,2006,Arson,90.0,C,36.0239,-92.676926,AR
353942,NPS,Buffalo National River,BIG BLUFF,2006,Arson,40.0,C,36.0519,-93.3283,AR
353943,NPS,Buffalo National River,HASTY WF,2006,Arson,4.9,B,36.0064,-93.0792,AR
353944,NPS,Buffalo National River,TOMAHAWK,2006,Arson,185.0,D,36.034742,-92.686672,AR
353945,NPS,Buffalo National River,BRIDGEPIER,2006,Arson,8.7,B,35.9989,-92.6864,AR
353946,NPS,Buffalo National River,GOBBLER'S,2006,Miscellaneous,40.0,C,35.9908,-92.6953,AR
353947,NPS,Buffalo National River,R & R WF,2006,Arson,470.0,E,35.963253,-92.752525,AR
353948,NPS,Buffalo National River,BINERS RIDGE,2006,Missing/Undefined,9.0,B,35.9675,-92.7122,AR
353949,NPS,Buffalo National River,TIE SLIDE,2006,Miscellaneous,0.1,A,35.975,-92.8,AR
353950,NPS,Buffalo National River,LONG FIRE,2006,Arson,3.0,B,35.996811,-92.728511,AR
353951,NPS,Buffalo National River,LONG 2,2006,Arson,5.0,B,35.9975,-92.7439,AR
353952,NPS,Buffalo National River,SPENCER RIDGE,2006,Miscellaneous,0.1,A,36.1,-92.45,AR
353953,NPS,Buffalo National River,BOONE HOLLOW,2006,Arson,2.1,B,35.9836,-92.7303,AR
353954,NPS,Buffalo National River,CANE BRANCH,2007,Miscellaneous,0.1,A,35.99,-92.93,AR
353955,NPS,Buffalo National River,BAKERSFORD,2007,Miscellaneous,0.5,B,35.9989,-92.8208,AR
353956,NPS,Buffalo National River,GIN HOLLER,2007,Miscellaneous,9.8,B,35.9669,-92.7883,AR
353957,NPS,Buffalo National River,DEAD HORSE,2007,Arson,556.0,E,36.1297,-92.4731,AR
353958,NPS,Buffalo National River,BLUE RIBBON,2007,Missing/Undefined,25.8,C,35.9772,-92.7114,AR
353959,NPS,Buffalo National River,LEADER,2007,Missing/Undefined,5.0,B,36.1361,-92.5611,AR
353960,NPS,Buffalo National River,CARVER,2007,Arson,0.3,B,35.9825,-93.038027,AR
353961,NPS,Buffalo National River,UNDERGROUND WF,2007,Arson,0.5,B,35.9731,-92.7414,AR
353962,NPS,Buffalo National River,POTTER WF,2007,Arson,0.3,B,35.9731,-92.7414,AR
353963,NPS,Buffalo National River,KIMBALL BLUFF,2007,Equipment Use,0.1,A,36.05424,-92.5753,AR
353964,NPS,Buffalo National River,LONG BOTTOM,2007,Miscellaneous,6.8,B,35.98183,-92.72831,AR
353965,NPS,Buffalo National River,ROCK CREEK,2008,Missing/Undefined,1.5,B,35.9978,-92.0908,AR
353966,NPS,Buffalo National River,LBRWA1-WF,2008,Missing/Undefined,0.1,A,36.14956,-92.42894,AR
353967,NPS,Buffalo National River,LBRWA2-WF,2008,Missing/Undefined,0.1,A,36.14794,-92.42839,AR
353968,NPS,Buffalo National River,LBRWA3-WF,2008,Missing/Undefined,0.1,A,36.16044,-92.40964,AR
353969,NPS,Buffalo National River,LBRWA4-WF,2008,Missing/Undefined,0.1,A,36.16075,-92.41,AR
353970,NPS,Buffalo National River,LBRWA5-WF,2008,Missing/Undefined,0.1,A,36.16114,-92.41039,AR
353971,NPS,Buffalo National River,BROWN SCHOOL,2008,Missing/Undefined,0.1,A,35.9686,-92.8247,AR
353972,NPS,Buffalo National River,TYLER FIRE,2008,Arson,0.1,A,35.9739,-92.7442,AR
353973,NPS,Buffalo National River,BIG BLUFF,2008,Campfire,2.5,B,36.04752,-93.32674,AR
353974,NPS,Buffalo National River,PONCA WF,2008,Missing/Undefined,65.0,C,36.02,-93.36,AR
353975,NPS,Buffalo National River,STRINGTOWN,2008,Missing/Undefined,15.0,C,36.038,-93.129,AR
353976,NPS,Buffalo National River,PARTHENON WF,2008,Missing/Undefined,40.0,C,35.947,-93.268,AR
353977,NPS,Buffalo National River,CRANE WF,2008,Arson,30.0,C,35.99,-92.698,AR
353978,NPS,Buffalo National River,LANE WF,2009,Arson,75.0,C,35.9844,-92.7283,AR
353979,NPS,Buffalo National River,BIG CREEK WF,2009,Miscellaneous,2.0,B,36.0797,-92.4719,AR
353980,NPS,Buffalo National River,MULL FIRE,2009,Missing/Undefined,15.0,C,36.0811,-92.6078,AR
353981,NPS,Buffalo National River,AIR QUALITY FIRE,2009,Miscellaneous,2.2,B,36.0836,-92.5869,AR
353982,NPS,Buffalo National River,SPG WF,2009,Arson,20.0,C,35.9978,-92.71,AR
353983,NPS,Buffalo National River,BREWER WF,2009,Miscellaneous,125.0,D,35.5083,-92.5083,AR
353984,NPS,Hot Springs National Park,THREEAMIGO,2000,Lightning,0.5,B,34.5192,-93.0507,AR
353985,NPS,Hot Springs National Park,CRACKER,2000,Fireworks,1.0,B,34.50526,-93.066,AR
353986,NPS,Hot Springs National Park,MORTAR,2000,Fireworks,15.0,C,34.51292,-93.08489,AR
353987,NPS,Hot Springs National Park,CEDAR,2000,Lightning,20.0,C,34.52596,-93.07442,AR
353988,NPS,Hot Springs National Park,HOBO,2002,Campfire,3.0,B,34.5101,-93.06109,AR
353989,NPS,Hot Springs National Park,SNAG,2002,Lightning,0.1,A,34.53018,-93.06216,AR
353990,NPS,Hot Springs National Park,WEST,2003,Smoking,0.1,A,34.50823,-93.06714,AR
353991,NPS,Hot Springs National Park,STONEBRDGE,2003,Miscellaneous,5.0,B,34.54032,-93.03717,AR
353992,NPS,Hot Springs National Park,POOL,2003,Lightning,0.1,A,34.51859,-93.05229,AR
353993,NPS,Hot Springs National Park,SUMMIT,2003,Miscellaneous,0.2,A,34.51324,-93.09564,AR
353994,NPS,Hot Springs National Park,OAKTRAIL,2005,Arson,0.1,A,34.5153,-93.0519,AR
353995,NPS,Hot Springs National Park,W. MTN WF,2006,Miscellaneous,50.1,C,34.5083,-93.075,AR
353996,NPS,Hot Springs National Park,DEAD CHIEF,2006,Arson,0.1,A,34.5136,-93.0506,AR
353997,NPS,Hot Springs National Park,LEVI WF,2006,Arson,1.0,B,34.5147,-93.0653,AR
353998,NPS,Hot Springs National Park,BLACKSNAKE WF,2006,Arson,0.2,A,34.5144,-93.0944,AR
353999,NPS,Hot Springs National Park,WETROCK WF,2006,Smoking,0.1,A,34.5128,-93.0933,AR
354000,NPS,Hot Springs National Park,BLACK CAT,2006,Fireworks,0.1,A,34.5108,-93.0931,AR
354001,NPS,Hot Springs National Park,LONE PINE,2006,Fireworks,0.1,A,34.5106,-93.0906,AR
354002,NPS,Hot Springs National Park,GRAINGER WF,2006,Miscellaneous,3.0,B,34.5319,-93.0256,AR
354003,NPS,Hot Springs National Park,ROADSIDE,2006,Miscellaneous,0.1,A,34.5125,-93.0622,AR
354004,NPS,Hot Springs National Park,COKE BOTTLE,2006,Arson,0.1,A,34.535,-93.0611,AR
354005,NPS,Hot Springs National Park,SNAKE BEND,2007,Miscellaneous,0.1,A,34.5003,-93.0986,AR
354006,NPS,Hot Springs National Park,DOGWOOD,2007,Miscellaneous,0.1,A,34.52,-93.0525,AR
354007,NPS,Hot Springs National Park,GULPHA,2007,Miscellaneous,0.1,A,34.5178,-93.0389,AR
354008,NPS,Hot Springs National Park,FLASH,2007,Miscellaneous,0.1,A,34.5158,-93.0478,AR
354009,NPS,Hot Springs National Park,COLD NIGHT,2009,Arson,0.1,A,34.5089,-93.0617,AR
354010,NPS,Hot Springs National Park,TEEPEE,2009,Arson,0.1,A,34.5294,-93.0367,AR
354011,NPS,Hot Springs National Park,AMANDA,2009,Arson,2.0,B,34.5131,-93.0664,AR
354012,NPS,Hot Springs National Park,MUSIC MOUNTAIN,2009,Arson,0.1,A,34.51383,-93.09411,AR
354013,NPS,Hot Springs National Park,OAK TRAIL FIRE,2009,Lightning,0.1,A,34.5133,-93.0553,AR
354014,NPS,Pea Ridge National Military Park,NOWATER,2000,Arson,0.5,B,36.45381,-94.03069,AR
354015,NPS,Pea Ridge National Military Park,TOURROAD,2000,Miscellaneous,0.1,A,36.46091,-94.02603,AR
354016,NPS,Pea Ridge National Military Park,FUELBURN,2000,Arson,1.0,B,36.46507,-94.00687,AR
354017,NPS,Pea Ridge National Military Park,NIGHTTIME,2000,Arson,2.0,B,36.46396,-94.03326,AR
354018,NPS,Pea Ridge National Military Park,GASKIN FIR,2002,Miscellaneous,1.0,B,36.46299,-94.00278,AR
354019,NPS,Pea Ridge National Military Park,BACHLER FR,2002,Miscellaneous,0.5,B,36.45818,-94.00053,AR
354020,NPS,Pea Ridge National Military Park,BANZHAF,2002,Miscellaneous,0.5,B,36.45129,-93.99991,AR
354021,NPS,Pea Ridge National Military Park,LOWELLFIRE,2002,Debris Burning,0.1,A,36.4359,-94.0616,AR
354022,NPS,Pea Ridge National Military Park,CITGORD1,2002,Arson,0.1,A,36.44716,-94.00546,AR
354023,NPS,Pea Ridge National Military Park,12CORNERS,2004,Miscellaneous,50.0,C,36.4525,-94.0603,AR
354024,NPS,Pea Ridge National Military Park,DODD CURVE,2007,Miscellaneous,0.2,A,36.4542,-94.04,AR
354025,NPS,Effigy Mounds National Monument,BURN BARN,2000,Structure,0.2,A,43.10203,-91.1855,IA
354026,NPS,Indiana Dunes National Lakeshore,FIRST,2000,Arson,2.0,B,41.59748,-87.23465,IN
354027,NPS,Indiana Dunes National Lakeshore,HOBART,2000,Arson,13.3,C,41.59166,-87.24583,IN
354028,NPS,Indiana Dunes National Lakeshore,HARBORBELT,2000,Railroad,119.8,D,41.60511,-87.27829,IN
354029,NPS,Indiana Dunes National Lakeshore,OHIO,2000,Railroad,94.5,C,41.60313,-87.30744,IN
354030,NPS,Indiana Dunes National Lakeshore,INLAND,2000,Arson,1.5,B,41.60798,-87.22882,IN
354031,NPS,Indiana Dunes National Lakeshore,REPUBLIC,2000,Railroad,1.3,B,41.59855,-87.30543,IN
354032,NPS,Indiana Dunes National Lakeshore,49 FIRE,2000,Railroad,0.1,A,41.64532,-87.06003,IN
354033,NPS,Indiana Dunes National Lakeshore,TIP,2000,Debris Burning,0.1,A,41.60637,-87.23349,IN
354034,NPS,Indiana Dunes National Lakeshore,OAK,2000,Arson,0.1,A,41.62124,-87.22296,IN
354035,NPS,Indiana Dunes National Lakeshore,KEY,2000,Debris Burning,0.1,A,41.59766,-87.27719,IN
354036,NPS,Indiana Dunes National Lakeshore,BETH,2000,Railroad,0.3,B,41.62341,-87.12284,IN
354037,NPS,Indiana Dunes National Lakeshore,OAK 2,2000,Arson,0.1,A,41.62092,-87.22572,IN
354038,NPS,Indiana Dunes National Lakeshore,US STEEL,2000,Railroad,11.9,C,41.60807,-87.28194,IN
354039,NPS,Indiana Dunes National Lakeshore,SPIKE,2000,Arson,0.2,A,41.5975,-87.26412,IN
354040,NPS,Indiana Dunes National Lakeshore,JUNK,2000,Equipment Use,0.5,B,41.59552,-87.26519,IN
354041,NPS,Indiana Dunes National Lakeshore,IMPORT,2000,Debris Burning,0.1,A,41.67421,-86.98301,IN
354042,NPS,Indiana Dunes National Lakeshore,COUNTY,2000,Children,0.3,B,41.60734,-87.22371,IN
354043,NPS,Indiana Dunes National Lakeshore,BIRD,2000,Railroad,0.5,B,41.60833,-87.28751,IN
354044,NPS,Indiana Dunes National Lakeshore,IRON,2000,Children,0.1,A,41.59966,-87.26934,IN
354045,NPS,Indiana Dunes National Lakeshore,MILLERWOOD,2000,Railroad,104.0,D,41.60525,-87.28959,IN
354046,NPS,Indiana Dunes National Lakeshore,MT. BALDY,2000,Arson,0.1,A,41.70909,-86.92552,IN
354047,NPS,Indiana Dunes National Lakeshore,KEMIL,2000,Miscellaneous,0.1,A,41.66289,-87.00975,IN
354048,NPS,Indiana Dunes National Lakeshore,CENTER,2000,Arson,0.1,A,41.66055,-87.01182,IN
354049,NPS,Indiana Dunes National Lakeshore,SCORCH,2000,Railroad,1.0,B,41.60892,-87.28734,IN
354050,NPS,Indiana Dunes National Lakeshore,TRACK,2000,Railroad,0.1,A,41.66717,-87.00406,IN
354051,NPS,Indiana Dunes National Lakeshore,LAKE ST.,2000,Children,55.0,C,41.61799,-87.27693,IN
354052,NPS,Indiana Dunes National Lakeshore,MOTHERSDAY,2000,Children,5.5,B,41.5973,-87.24847,IN
354053,NPS,Indiana Dunes National Lakeshore,TREE,2000,Railroad,3.0,B,41.60898,-87.28493,IN
354054,NPS,Indiana Dunes National Lakeshore,CEDAR,2000,Miscellaneous,0.1,A,41.63798,-87.07135,IN
354055,NPS,Indiana Dunes National Lakeshore,DUNE FIRE,2000,Fireworks,26.7,C,41.61892,-87.2643,IN
354056,NPS,Indiana Dunes National Lakeshore,JULY,2000,Railroad,1.0,B,41.6193,-87.14804,IN
354057,NPS,Indiana Dunes National Lakeshore,3RD AVE,2000,Railroad,0.1,A,41.6049,-87.26968,IN
354058,NPS,Indiana Dunes National Lakeshore,JACKLE,2000,Debris Burning,0.1,A,41.60429,-87.26513,IN
354059,NPS,Indiana Dunes National Lakeshore,HANDCREW,2000,Children,25.0,C,41.67084,-87.03334,IN
354060,NPS,Indiana Dunes National Lakeshore,STEEL FIRE,2000,Railroad,5.0,B,41.63292,-87.10803,IN
354061,NPS,Indiana Dunes National Lakeshore,GARYASSIST,2000,Debris Burning,2.5,B,41.57868,-87.30899,IN
354062,NPS,Indiana Dunes National Lakeshore,GARYASST2,2000,Debris Burning,0.1,A,41.60008,-87.26947,IN
354063,NPS,Indiana Dunes National Lakeshore,DUNELAND,2000,Arson,0.1,A,41.60461,-87.27045,IN
354064,NPS,Indiana Dunes National Lakeshore,ROOKIE,2000,Debris Burning,0.5,B,41.59601,-87.21796,IN
354065,NPS,Indiana Dunes National Lakeshore,FENCE,2000,Railroad,2.0,B,41.63344,-87.09822,IN
354066,NPS,Indiana Dunes National Lakeshore,TROOPER,2000,Arson,5.0,B,41.60224,-87.20891,IN
354067,NPS,Indiana Dunes National Lakeshore,MISSED II,2000,Arson,5.0,B,41.60028,-87.23633,IN
354068,NPS,Indiana Dunes National Lakeshore,ATV,2001,Children,1.9,B,41.60305,-87.21682,IN
354069,NPS,Indiana Dunes National Lakeshore,COPENHAGEN,2001,Equipment Use,2.5,B,41.60276,-87.21563,IN
354070,NPS,Indiana Dunes National Lakeshore,BEAR FIRE,2001,Equipment Use,8.0,B,41.60527,-87.2133,IN
354071,NPS,Indiana Dunes National Lakeshore,CONRAIL,2001,Railroad,0.2,A,41.60524,-87.32585,IN
354072,NPS,Indiana Dunes National Lakeshore,DAVENPORT,2001,Children,0.1,A,41.60817,-87.26155,IN
354073,NPS,Indiana Dunes National Lakeshore,HAMILTON,2001,Debris Burning,0.1,A,41.61021,-87.2699,IN
354074,NPS,Indiana Dunes National Lakeshore,ROUTE 12,2001,Arson,0.1,A,41.60324,-87.24756,IN
354075,NPS,Indiana Dunes National Lakeshore,UNION,2001,Arson,0.1,A,41.60702,-87.23263,IN
354076,NPS,Indiana Dunes National Lakeshore,THIRDOUT,2001,Railroad,1.0,B,41.60427,-87.26067,IN
354077,NPS,Indiana Dunes National Lakeshore,CON FIRE,2001,Railroad,3.0,B,41.6047,-87.28042,IN
354078,NPS,Indiana Dunes National Lakeshore,MEDIAN,2001,Railroad,10.0,C,41.60415,-87.2502,IN
354079,NPS,Indiana Dunes National Lakeshore,CON 2 FIRE,2001,Railroad,0.1,A,41.60479,-87.28423,IN
354080,NPS,Indiana Dunes National Lakeshore,CON3,2001,Railroad,2.0,B,41.60667,-87.23799,IN
354081,NPS,Indiana Dunes National Lakeshore,VIRGINIA,2001,Railroad,0.5,B,41.60477,-87.32425,IN
354082,NPS,Indiana Dunes National Lakeshore,MILLER2,2001,Railroad,170.0,D,41.60554,-87.3029,IN
354083,NPS,Indiana Dunes National Lakeshore,5TH STREET,2001,Arson,5.0,B,41.60224,-87.22951,IN
354084,NPS,Indiana Dunes National Lakeshore,EGG,2001,Arson,2.0,B,41.6138,-87.27275,IN
354085,NPS,Indiana Dunes National Lakeshore,SUPPORT,2001,Missing/Undefined,1.0,B,41.59665,-87.22899,IN
354086,NPS,Indiana Dunes National Lakeshore,LAKE,2001,Children,25.0,C,41.52486,-87.31187,IN
354087,NPS,Indiana Dunes National Lakeshore,EAGLE,2001,Railroad,0.7,B,41.60482,-87.27052,IN
354088,NPS,Indiana Dunes National Lakeshore,10TH ST.,2001,Arson,1.0,B,41.59452,-87.27216,IN
354089,NPS,Indiana Dunes National Lakeshore,TOLL FIRE,2001,Arson,60.0,C,41.59823,-87.23987,IN
354090,NPS,Indiana Dunes National Lakeshore,CO. WEST,2001,Railroad,25.0,C,41.61076,-87.22158,IN
354091,NPS,Indiana Dunes National Lakeshore,CAL TRAIL,2001,Railroad,1.5,B,41.66693,-87.0003,IN
354092,NPS,Indiana Dunes National Lakeshore,DUO,2001,Railroad,1.0,B,41.60751,-87.23514,IN
354093,NPS,Indiana Dunes National Lakeshore,DUDLEY,2001,Fireworks,0.1,A,41.65805,-87.07718,IN
354094,NPS,Indiana Dunes National Lakeshore,MOTHERSDAY,2001,Fireworks,1.0,B,41.66411,-87.00939,IN
354095,NPS,Indiana Dunes National Lakeshore,S. SHORE1,2001,Railroad,1.0,B,41.6375,-87.08333,IN
354096,NPS,Indiana Dunes National Lakeshore,S. SHORE2,2001,Railroad,1.0,B,41.6387,-87.07943,IN
354097,NPS,Indiana Dunes National Lakeshore,CSX FIRE,2001,Debris Burning,0.1,A,41.59837,-87.25333,IN
354098,NPS,Indiana Dunes National Lakeshore,CALIFORNIA,2001,Children,0.1,A,41.60684,-87.25099,IN
354099,NPS,Indiana Dunes National Lakeshore,MIDWEST,2001,Arson,0.1,A,41.61981,-87.16266,IN
354100,NPS,Indiana Dunes National Lakeshore,SPARKLE,2001,Equipment Use,0.5,B,41.60799,-87.15136,IN
354101,NPS,Indiana Dunes National Lakeshore,4TH OF JUL,2001,Fireworks,0.1,A,41.60175,-87.22414,IN
354102,NPS,Indiana Dunes National Lakeshore,W. BEAM ST,2001,Fireworks,0.1,A,41.61695,-87.1,IN
354103,NPS,Indiana Dunes National Lakeshore,TOLL ROAD,2001,Smoking,0.5,B,41.5897,-87.26542,IN
354104,NPS,Indiana Dunes National Lakeshore,GREAT LAKE,2001,Railroad,1.0,B,41.60564,-87.33055,IN
354105,NPS,Indiana Dunes National Lakeshore,DOUGLASLOO,2001,Debris Burning,0.1,A,41.67123,-86.98036,IN
354106,NPS,Indiana Dunes National Lakeshore,TAB FIRE,2001,Powerline,0.1,A,41.65173,-87.0141,IN
354107,NPS,Indiana Dunes National Lakeshore,LIBERTY,2001,Debris Burning,0.1,A,41.60566,-87.33114,IN
354108,NPS,Indiana Dunes National Lakeshore,OAKRIDGE,2001,Equipment Use,0.1,A,41.60856,-87.22323,IN
354109,NPS,Indiana Dunes National Lakeshore,ELKHART,2001,Children,1.0,B,41.59539,-87.27363,IN
354110,NPS,Indiana Dunes National Lakeshore,DUNE ACRES,2001,Structure,1.0,B,41.6525,-87.08389,IN
354111,NPS,Indiana Dunes National Lakeshore,TURKEY,2001,Smoking,2.0,B,41.5975,-87.26277,IN
354112,NPS,Indiana Dunes National Lakeshore,RESIDENCE,2001,Debris Burning,0.1,A,41.62126,-87.23934,IN
354113,NPS,Indiana Dunes National Lakeshore,KEY FIRE,2001,Children,1.0,B,41.59639,-87.27333,IN
354114,NPS,Indiana Dunes National Lakeshore,CAMPFIRE,2002,Campfire,0.5,B,41.59486,-87.27839,IN
354115,NPS,Indiana Dunes National Lakeshore,DOUG FIRE,2002,Children,9.2,B,41.60532,-87.26725,IN
354116,NPS,Indiana Dunes National Lakeshore,HAILEY,2002,Arson,9.0,B,41.60472,-87.32444,IN
354117,NPS,Indiana Dunes National Lakeshore,CAROL,2002,Children,40.0,C,41.59823,-87.24063,IN
354118,NPS,Indiana Dunes National Lakeshore,LEAF FIRE,2002,Debris Burning,0.5,B,41.59664,-87.28533,IN
354119,NPS,Indiana Dunes National Lakeshore,BINGO,2002,Railroad,396.0,E,41.6056,-87.28255,IN
354120,NPS,Indiana Dunes National Lakeshore,BINGO 2,2002,Railroad,0.1,A,41.61164,-87.21598,IN
354121,NPS,Indiana Dunes National Lakeshore,OAK RIDGE,2002,Children,0.1,A,41.6077,-87.22879,IN
354122,NPS,Indiana Dunes National Lakeshore,GRAND FIRE,2002,Railroad,4.0,B,41.60494,-87.26419,IN
354123,NPS,Indiana Dunes National Lakeshore,TIRE FIRE,2002,Debris Burning,1.0,B,41.59537,-87.2266,IN
354124,NPS,Indiana Dunes National Lakeshore,STATE FIRE,2002,Smoking,0.2,A,41.66321,-87.05991,IN
354125,NPS,Indiana Dunes National Lakeshore,LEDGE,2002,Smoking,1.0,B,41.62516,-87.19015,IN
354126,NPS,Indiana Dunes National Lakeshore,SHORE DR,2002,Smoking,0.1,A,41.62695,-87.19706,IN
354127,NPS,Indiana Dunes National Lakeshore,MARKET ST,2002,Arson,0.5,B,41.65659,-87.07623,IN
354128,NPS,Indiana Dunes National Lakeshore,BEACH #1,2002,Debris Burning,4.0,B,41.61808,-87.26531,IN
354129,NPS,Indiana Dunes National Lakeshore,BROWN BAG,2002,Miscellaneous,0.2,A,41.62806,-87.11167,IN
354130,NPS,Indiana Dunes National Lakeshore,LAKEFRONT,2002,Miscellaneous,0.2,A,41.69559,-86.97286,IN
